tau,intH,DintH,normax,epsilon,fidelity
0.01,0.09689881388448565,4.204807578579478e-12,13.2664991614216,0.19578655845364495,0.6646359835542908
0.010115794542598982,0.09802084926769944,4.2534952229700686e-12,13.2664991614216,0.19578580474777194,0.6646370264220154
0.010232929922807542,0.0991558772083112,4.302750128713567e-12,13.2664991614216,0.19578503348007734,0.6646380935998131
0.010351421666793436,0.10030404815304494,4.352573627345766e-12,13.2664991614216,0.1957842442415281,0.6646391856540019
0.010471285480508996,0.1014655142907158,4.402974054517901e-12,13.2664991614216,0.1957834366129575,0.6646403031649321
0.010592537251772886,0.1026404295724022,4.453958091625858e-12,13.2664991614216,0.1957826101665287,0.6646414467249548
0.010715193052376065,0.1038289497318522,4.5055324954514585e-12,13.2664991614216,0.19578176446408666,0.6646426169407154
0.010839269140212033,0.10503123230612546,4.557705959940873e-12,13.2664991614216,0.19578089905715002,0.6646438144331586
0.01096478196143185,0.10624743665647504,4.610479829335388e-12,13.2664991614216,0.1957800134871917,0.6646450398371416
0.01109174815262401,0.10747772398947014,4.6638666693687774e-12,13.2664991614216,0.19577910728462425,0.6646462938028369
0.011220184543019636,0.10872225737836423,4.717873622222851e-12,13.2664991614216,0.1957781799690687,0.6646475769953643
0.01135010815672315,0.10998120178470991,4.7725020795727426e-12,13.2664991614216,0.19577723104953032,0.6646488900945455
0.01148153621496883,0.11125472408022465,4.8277670161139255e-12,13.2664991614216,0.19577626002283005,0.664650233797075
0.011614486138403426,0.11254299306890919,4.883667933791027e-12,13.2664991614216,0.19577526637392725,0.6646516088160761
0.011748975549395297,0.11384617950942273,4.940214116932182e-12,13.2664991614216,0.19577424957615805,0.6646530158807711
0.011885022274370183,0.11516445613771627,4.997425209078471e-12,13.2664991614216,0.19577320909060314,0.6646544557373525
0.012022644346174132,0.11649799768992908,5.055290606224426e-12,13.2664991614216,0.19577214436580148,0.6646559291493838
0.012161860006463679,0.11784698092554934,5.113826029301549e-12,13.2664991614216,0.19577105483746934,0.6646574368981891
0.012302687708123818,0.11921158465084392,5.173043451120549e-12,13.2664991614216,0.19576993992819866,0.6646589797832696
0.01244514611771385,0.12059198974255834,5.232946603708592e-12,13.2664991614216,0.1957687990469942,0.664660558622945
0.012589254117941675,0.1219883791718925,5.293539112366692e-12,13.2664991614216,0.19576763158957855,0.6646621742539333
0.012735030810166616,0.12340093802875253,5.354835406301106e-12,13.2664991614216,0.19576643693815277,0.6646638275316793
0.012882495516931342,0.12482985354628506,5.416837063534213e-12,13.2664991614216,0.1957652144587609,0.6646655193340046
0.013031667784522994,0.1262753151256941,5.479567778965682e-12,13.2664991614216,0.19576396350361364,0.664667250557895
0.013182567385564075,0.1277375143613464,5.543015924527211e-12,13.2664991614216,0.19576268340987218,0.6646690221211902
0.01333521432163324,0.12921664506616667,5.607201024328235e-12,13.2664991614216,0.1957613734993259,0.6646708349630068
0.013489628825916533,0.13071290329732788,5.672129352341795e-12,13.2664991614216,0.19576003307797263,0.6646726900443389
0.013645831365889245,0.13222648738223786,5.737809514422634e-12,13.2664991614216,0.19575866143567963,0.6646745883485337
0.013803842646028852,0.13375759794482756,5.804250217222417e-12,13.2664991614216,0.1957572578457822,0.6646765308818156
0.013963683610559377,0.13530643793214356,5.871457874474621e-12,13.2664991614216,0.19575582156473634,0.6646785186738147
0.01412537544622754,0.13687321264124858,5.939450993002111e-12,13.2664991614216,0.1957543518317187,0.6646805527780948
0.01428893958511103,0.13845812974643332,6.008224145864793e-12,13.2664991614216,0.19575284786802424,0.664682634272982
0.014454397707459272,0.14006139932674322,6.077798579190083e-12,13.2664991614216,0.195751308878498,0.6646847642595952
0.014621771744567183,0.14168323389382464,6.14817616915596e-12,13.2664991614216,0.1957497340468048,0.6646869438683942
0.014791083881682071,0.14332384842009266,6.2193610916348534e-12,13.2664991614216,0.19574812253880958,0.6646891742545034
0.014962356560944336,0.14498346036722579,6.291383025814202e-12,13.2664991614216,0.19574647350100952,0.6646914565998832
0.01513561248436208,0.14666228971498987,6.364236401605345e-12,13.2664991614216,0.19574478606010073,0.6646937921139046
0.015310874616820304,0.1483605589903966,6.437928162137351e-12,13.2664991614216,0.19574305932248476,0.6646961820340723
0.01548816618912481,0.15007849329719883,6.512478510840077e-12,13.2664991614216,0.19574129237377633,0.6646986276266834
0.015667510701081494,0.1518163203457283,6.587889457722708e-12,13.2664991614216,0.19573948427909527,0.6647011301864324
0.015848931924611134,0.1535742704830777,6.664165475966238e-12,13.2664991614216,0.19573763407958886,0.6647036910412333
0.016032453906900418,0.15535257672363384,6.741341116044586e-12,13.2664991614216,0.1957357407963655,0.6647063115467566
0.0162181009735893,0.15715147477996247,6.819393831634761e-12,13.2664991614216,0.1957338034271617,0.6647089930910678
0.016405897731995397,0.15897120309405272,6.898364311658451e-12,13.2664991614216,0.19573182094744568,0.664711737093077
0.016595869074375606,0.16081200286892128,6.978243605518502e-12,13.2664991614216,0.19572979230631796,0.6647145450082377
0.016788040181225608,0.16267411810058469,7.059050735033811e-12,13.2664991614216,0.19572771643029013,0.6647174183232987
0.016982436524617443,0.16455779561039968,7.140787780517295e-12,13.2664991614216,0.19572559222034966,0.6647203585603862
0.017179083871575886,0.16646328507778008,7.223474205939051e-12,13.2664991614216,0.1957234185521469,0.6647233672767306
0.017378008287493755,0.16839083907329067,7.307118094534494e-12,13.2664991614216,0.1957211942752083,0.6647264460657529
0.01757923613958693,0.17034071309212578,7.391733546014063e-12,13.2664991614216,0.19571891821235754,0.6647295965579336
