tau,P,omega,omega_0,fidelity,epsilon,Teff,intH,DintH,normax
#REFERENCE:0.015798913727863215,0.5543670998719671,0.17024083821927163,0.22398570258464653
0.1,10000,62.83185307179586,2.1709079388110846,0.0032443188608398048,0.5866100904576849,5.990276648665207,128.52257445667945,0.00915116181208659,7672.515376456953
0.1,10000,62.83185307179586,2.591579188665106,0.0012234049386022456,0.7051427473354088,8.139066215169779,168.63078106366552,0.021612637682602572,8671.063646641462
0.1,10000,62.83185307179586,3.0937667005816545,0.01130759481196576,0.7440769596335248,12.332889620915186,248.2109871051082,0.16997929509032914,14166.260205179813
0.1,10000,62.83185307179586,3.6932664220683193,0.0028791945702545774,0.7660944850515832,19.928322997879896,395.32485890760364,0.26579329830006837,23468.585831867713
0.1,10000,62.83185307179586,4.408935186293411,0.009322472110896133,0.7091160886471315,33.397049376855044,657.4089937512531,0.2452904796407438,39228.2445516334
0.1,10000,62.83185307179586,5.263283840229962,0.010203130885657576,0.768231256852463,56.54204950572747,1109.898880648467,0.6451083601206835,65951.8953657208
0.1,10000,62.83185307179586,6.283185307179586,0.0008757274016261715,0.7541378256003726,95.96257392146738,1881.7232953407074,0.6906033619734444,111303.84419299266
0.1,10000,62.83185307179586,7.500719855274338,0.0016826622117076773,0.7046007232487704,163.06856071018615,3196.1979573395147,2.330155285909126,188319.497941652
0.1,10000,62.83185307179586,8.954184159270191,0.0022411935733216816,0.8161948382176545,277.25555691391367,5433.47574120723,4.915319916686947,319170.29621176637
0.1,10000,62.83185307179586,10.689295894946174,0.0036483595945952275,0.7689747464997243,471.50154975527727,9239.730577606804,10.740394086724866,541570.3533679296
0.1,10000,62.83185307179586,12.760631755760757,0.014618847765727251,0.7092106327962441,801.9347218217812,15714.7742828436,5.275888995955029,919675.4286656933
0.1,10000,62.83185307179586,15.233344123546667,0.0011823524902120552,0.8093720555062098,1364.044700834412,26729.81541917748,13.682486940715586,1562619.0457156394
0.1,10000,62.83185307179586,18.185210389887885,0.0004178883810266193,0.7681946199914685,2320.2867770157536,45468.25020608213,11.068530452920275,2656064.3012230336
0.1,10000,62.83185307179586,21.70907938811084,0.004359885589801768,0.7768333361428018,3947.037639705176,77345.8636996889,11.426013142784186,4515847.905533407
0.1,10000,62.83185307179586,25.91579188665106,0.00788526588065011,0.764393532409586,6714.48266536172,131576.40794187467,35.82455867465387,7679280.080887135
0.1,10000,62.83185307179586,30.93766700581654,0.008682448538493412,0.7781442392523137,11422.524478079324,223834.92494102416,29.8654401889777,13060445.388704749
0.1,10000,62.83185307179586,36.932664220683186,0.00705827382055401,0.7405211767827103,19431.998479361817,380788.01538421505,47.67278565085238,22214414.0579918
0.1,10000,62.83185307179586,44.0893518629341,0.004262255481250935,0.8161101795109773,33058.028673010995,647802.548446429,113.18333996087924,37786732.008154675
0.1,10000,62.83185307179586,52.6328384022996,nan,nan,56239.225706045785,1102059.5866691973,157.41284355015753,64278116.920333475
0.1,10000,62.83185307179586,62.83185307179586,nan,nan,95676.16344055544,1874862.9201712343,242.48169768180708,109345399.80079772
0.1,10000,125.66370614359172,2.1709079388110846,0.005057101160100086,0.5859741181999154,9.390388499592763,198.91722008410477,0.33986283251908844,22372.504203582168
0.1,10000,125.66370614359172,2.591579188665106,0.008673977895765678,0.6974072091751986,11.084199109777025,228.32332024484947,0.10332436571806625,19320.63669226216
0.1,10000,125.66370614359172,3.0937667005816545,0.0035912937167257753,0.7552654114767232,14.835932363047448,299.3937317088448,0.8387316494738002,17231.60032510434
0.1,10000,125.66370614359172,3.6932664220683193,0.003555559291017134,0.725358513117623,22.140999262368116,442.57478337488726,2.7160495809372485,25698.110318513358
0.1,10000,125.66370614359172,4.408935186293411,0.002603772499196209,0.7652547823607355,35.628932230881105,705.2464977236599,2.2549452100078136,44334.013817527644
0.1,10000,125.66370614359172,5.263283840229962,0.0011896581013654637,0.7395590968285194,59.13566771719739,1163.4241197396314,5.830658709815115,76316.55465143884
0.1,10000,125.66370614359172,6.283185307179586,0.0005256217931166421,0.6726019838479007,99.75740415495792,1957.901056798294,22.350908305163482,131031.19772589525
0.1,10000,125.66370614359172,7.500719855274338,0.0005318108696885645,0.7285511423981252,169.1681825954251,3317.214399610776,28.139503910086397,224456.06694178205
0.1,10000,125.66370614359172,8.954184159270191,0.0012077804107874012,0.7277226618777691,287.5109650733073,5636.0890246178715,51.40174823021822,383785.3577910005
0.1,10000,125.66370614359172,10.689295894946174,0.007162742783574647,0.7633158131903274,489.00804333127786,9583.578011828204,74.03099308964885,655296.3431118239
0.1,10000,125.66370614359172,12.760631755760757,0.0006232176183310466,0.7932061023991727,831.944278593104,16303.638812528348,161.63846391489972,1117728.9738113754
0.1,10000,125.66370614359172,15.233344123546667,0.005132302471397003,0.7505001780752387,1415.5099591478333,27739.173340294597,254.91200615498389,1905059.1762915326
0.1,10000,125.66370614359172,18.185210389887885,0.0025422993533906,0.7556263542710716,2408.449474009259,47197.25659187608,443.092234822817,3245233.422370076
0.1,10000,125.66370614359172,21.70907938811084,0.001473213859584192,0.721054408966108,4097.830152782207,80302.18263963364,816.814126941822,5526069.446421474
0.1,10000,125.66370614359172,25.91579188665106,0.002109252302594808,0.7763534352780668,6972.04420752707,136625.93306156038,1425.817438402346,9407383.51405517
0.1,10000,125.66370614359172,30.93766700581654,0.006634025947248728,0.7614517768253488,11861.977741599458,232450.5622195886,2150.1162054493693,16011705.434052406
0.1,10000,125.66370614359172,36.932664220683186,0.0014182409125225515,0.674592660394847,20181.185872722774,395475.8571744477,3549.0377804550662,27248782.982628215
0.1,10000,125.66370614359172,44.0893518629341,0.004297290146226512,0.7655814123855329,34334.49094894967,672846.3295480735,4227.3767060548635,46367632.70478239
0.1,10000,125.66370614359172,52.6328384022996,nan,nan,58413.114895431645,1144710.4576088032,6917.8774140355545,78895712.11298014
0.1,10000,125.66370614359172,62.83185307179586,nan,nan,99377.27536279518,1947477.0807411121,11487.968652861295,134236696.5796375
0.1,10000,188.49555921538757,2.1709079388110846,0.04449608690483592,0.3861015170395826,9.860068607193567,219.94838101497757,0.2235352880551011,8703.155990057592
0.1,10000,188.49555921538757,2.591579188665106,0.02063046857819647,0.42544339739626774,11.330621320824827,245.1324417060077,0.27919496611833927,9064.501553838796
0.1,10000,188.49555921538757,3.0937667005816545,0.007653066554514451,0.5118966313577031,15.0694930902461,314.34789881073806,0.45165198359522885,15016.877634829249
0.1,10000,188.49555921538757,3.6932664220683193,0.015177314229621706,0.5513630447896583,22.39837566352203,453.7704151647649,5.396230388302815,25697.712350423113
0.1,10000,188.49555921538757,4.408935186293411,0.019205461591238253,0.5446880113652569,35.64904109985088,707.2294933017905,15.269996404343033,44285.78749647942
0.1,10000,188.49555921538757,5.263283840229962,0.0029124889165307957,0.57764923638736,58.950072840368016,1160.1009563688374,24.63790727649325,76191.80650783032
0.1,10000,188.49555921538757,6.283185307179586,0.018410675154839594,0.5797955880147642,99.35777035407277,1952.1963264894398,37.8969528666305,130774.74157842972
0.1,10000,188.49555921538757,7.500719855274338,0.01109012083864226,0.5930681908434282,168.4166204821693,3304.4740811773927,58.356607943509516,223975.85766130092
0.1,10000,188.49555921538757,8.954184159270191,0.010758005253102759,0.58649288325752,286.11032629675344,5608.904167295569,14.114766770385359,382917.83233737753
0.1,10000,188.49555921538757,10.689295894946174,0.011358421168629399,0.595703409616539,486.5374779223674,9535.296049766079,18.552916581204045,653760.0883824972
0.1,10000,188.49555921538757,12.760631755760757,0.014363813539781585,0.5798308314518955,827.7274695927107,16221.820194399297,29.358685145589334,1115045.9994851085
0.1,10000,188.49555921538757,15.233344123546667,0.012444979868490249,0.575208415435022,1408.3256037158576,27599.725528067618,47.72235771395572,1900414.0839292211
0.1,10000,188.49555921538757,18.185210389887885,0.014428831934353145,0.5653531060167762,2396.2003070411383,46959.4282706865,671.6798093651014,3237243.6580455243
0.1,10000,188.49555921538757,21.70907938811084,0.01042382195109523,0.5930841290390136,4076.965392570425,79903.65502496112,1127.2723522738816,5512385.061517227
0.1,10000,188.49555921538757,25.91579188665106,0.00509778525738003,0.6595458277087134,6936.5307417510285,135945.58285205666,224.33656248336774,9383981.99009108
0.1,10000,188.49555921538757,30.93766700581654,0.0016336889639741996,0.7625781005729311,11801.53402335762,231299.33371882112,3226.4796104840643,15971744.86960456
0.1,10000,188.49555921538757,36.932664220683186,0.004642709202358253,0.8032511438111909,20078.324715146588,393525.05617904017,5465.175924390787,27180623.349767093
0.1,10000,188.49555921538757,44.0893518629341,0.009732869374666367,0.735679604038797,34159.45443340172,669504.9802611844,9282.479314387892,46251465.79920656
0.1,10000,188.49555921538757,52.6328384022996,nan,nan,58115.28491889869,1139027.3468213812,15767.275378865423,78697832.5321211
0.1,10000,188.49555921538757,62.83185307179586,nan,nan,98870.50448847351,1938254.4461771236,27048.034373113886,133899754.99168767
0.1,10000,251.32741228718345,2.1709079388110846,0.012253213016094075,0.7399755454007555,11.688952640885176,265.463349957836,1.0149182385263202,19898.668534584293
0.1,10000,251.32741228718345,2.591579188665106,0.001335114824991142,0.740665312261721,12.869685216478223,281.8392181639729,1.1357591756345187,16848.27078593898
0.1,10000,251.32741228718345,3.0937667005816545,0.02494581856411187,0.6576294227636361,16.362075876651613,344.44518091368343,4.270484918727675,14915.729653684122
0.1,10000,251.32741228718345,3.6932664220683193,0.02376063229720232,0.6656418710772005,23.464576603591865,479.78267614600117,7.154926166904033,25656.548617554305
0.1,10000,251.32741228718345,4.408935186293411,0.0029370037283113683,0.7350862700498606,36.63775075918933,732.5908842463789,15.870579890067006,44237.57356804256
0.1,10000,251.32741228718345,5.263283840229962,0.009270798943641596,0.700459038132105,59.83871463973628,1182.8307589248689,44.90376301875085,76149.8322992944
0.1,10000,251.32741228718345,6.283185307179586,0.009956409891745283,0.6002544475706171,99.92824043068362,1967.7109670896314,92.67880038228736,130762.24407239573
0.1,10000,251.32741228718345,7.500719855274338,0.008370248530443514,0.5737870530279559,168.69538575450434,3319.584124116012,170.9477235393192,224025.9184908577
0.1,10000,251.32741228718345,8.954184159270191,0.005314254371414914,0.5935776555294369,286.168007478231,5620.61989444204,300.4479790931882,383090.421277998
0.1,10000,251.32741228718345,10.689295894946174,0.012417185031978927,0.6014299742922729,486.29693079705123,9541.901072648556,537.5515646551867,654159.913023482
0.1,10000,251.32741228718345,12.760631755760757,0.0124692619448425,0.5794188029500147,826.985412525108,16219.695592801147,952.2433036444763,1115854.3178685822
0.1,10000,251.32741228718345,15.233344123546667,0.01189718523881829,0.5853175149119686,1406.815995201861,27586.39132301862,1665.241752174501,1901953.5828645073
0.1,10000,251.32741228718345,18.185210389887885,0.00999212598685731,0.5938575464488266,2393.453818588173,46928.61980481402,2885.1726984375637,3240062.907697939
0.1,10000,251.32741228718345,21.70907938811084,0.009754328664753845,0.5976778084993877,4072.147750179656,79836.1013653825,4966.850003989253,5517409.980183408
0.1,10000,251.32741228718345,25.91579188665106,0.006417043820992878,0.6171338680835328,6928.201143312558,135825.5284148217,8520.776465423085,9392804.014021168
0.1,10000,251.32741228718345,30.93766700581654,0.0018749858454730948,0.6693306616836541,11787.26228284031,231079.48389810525,14577.935913494468,15987079.959520612
0.1,10000,251.32741228718345,36.932664220683186,0.0009335162886357076,0.7389185249263158,20053.96060012586,393135.411699351,24911.893608857587,27207102.243734386
0.1,10000,251.32741228718345,44.0893518629341,0.0056441507279821265,0.782611179999321,34117.95452284767,668837.1880963052,42551.827097868896,46296978.75384728
0.1,10000,251.32741228718345,52.6328384022996,nan,nan,58044.61038816708,1137879.811042864,72594.20014885487,78775817.45262489
0.1,10000,251.32741228718345,62.83185307179586,nan,nan,98750.2199422225,1935844.9377021056,123742.61419012141,134033090.58102706
0.1,10000,314.15926535897927,2.1709079388110846,0.03423642423985078,0.5920407750368799,12.311165335233198,282.4110098926913,0.48386740508880166,8995.503931653559
0.1,10000,314.15926535897927,2.591579188665106,0.028159105596318144,0.6464540154490962,13.272107393401395,293.57173873933385,0.2794495939619992,9204.78998931066
0.1,10000,314.15926535897927,3.0937667005816545,0.02541714924111548,0.674586260924525,16.5512585290585,351.92339575571236,6.539040801997089,14601.344937257534
0.1,10000,314.15926535897927,3.6932664220683193,0.023840802137847256,0.6456153850164239,23.634059883298036,484.21256291233954,10.40797211810974,24693.370220793666
0.1,10000,314.15926535897927,4.408935186293411,0.009803266239898056,0.712328899243069,36.717916172098896,738.3927773703343,16.974484924608532,42626.257643190926
0.1,10000,314.15926535897927,5.263283840229962,0.006626792052158343,0.6802666441384895,59.86170304155787,1190.382627012268,32.42127072012795,73441.57087022814
0.1,10000,314.15926535897927,6.283185307179586,0.007503961084754091,0.6206846786374691,99.92665821645234,1968.2510141049881,60.49923602698436,126181.26565273164
0.1,10000,314.15926535897927,7.500719855274338,0.0005471219846743498,0.6585527202976729,168.68996640710392,3313.387911483192,104.45610549549974,216254.43032268542
0.1,10000,314.15926535897927,8.954184159270191,0.006713469020382472,0.6395062951801506,286.09532788034,5613.116068564949,179.91811944704932,369898.07173990214
0.1,10000,314.15926535897927,10.689295894946174,0.007889407562086679,0.6105509340853855,486.22165785421544,9534.230614211187,309.12759751034537,631743.9624968291
0.1,10000,314.15926535897927,12.760631755760757,0.008676450768834523,0.6002947895343773,826.9223793938389,16210.929992853424,530.0687929237101,1077746.2123035411
0.1,10000,314.15926535897927,15.233344123546667,0.011291028339526442,0.6059548357142647,1406.7259353001061,27574.06971440693,906.6457592051811,1837139.1881108822
0.1,10000,314.15926535897927,18.185210389887885,0.0092800188839388,0.5977064416533103,2393.313585889659,46909.838196587545,1547.9071963658935,3129803.323051064
0.1,10000,314.15926535897927,21.70907938811084,0.01052783539365433,0.5927846683584124,4071.948215418591,79809.3267878194,2638.277114793018,5329834.576758484
0.1,10000,314.15926535897927,25.91579188665106,0.014362207603271393,0.5811341920524333,6927.906905882645,135783.2306675423,4493.473674795096,9073693.025916088
0.1,10000,314.15926535897927,30.93766700581654,0.013394101842021106,0.5731896359359943,11786.793732768261,231012.32095448283,7650.244668438769,15444192.003884565
0.1,10000,314.15926535897927,36.932664220683186,0.013564329760699892,0.5645865909174462,20053.183181145843,393024.7654669915,13021.505107780686,26283511.453036796
0.1,10000,314.15926535897927,44.0893518629341,0.012458970360321002,0.5667522798802961,34116.6208197612,668653.1175663196,22160.46851463092,44725714.463200524
0.1,10000,314.15926535897927,52.6328384022996,nan,nan,58042.47379682611,1137571.4139685568,37709.50346337911,76102694.77788801
