tau,intH,DintH,normax,epsilon,fidelity
0.01,0.2431113450972755,1.0895659633856566e-09,33.94112549695428,0.5454448478443651,0.015626614827416608
0.010115794542598982,0.2459264417978917,1.1021825437463988e-09,33.94112549695428,0.5454446212514471,0.015626653535036887
0.010232929922807542,0.24877413578199012,1.1149451806138737e-09,33.94112549695428,0.5454443893815294,0.015626693161871347
0.010351421666793436,0.2516548045083234,1.1278556373344947e-09,33.94112549695428,0.5454441521017954,0.015626733727267694
0.010471285480508996,0.25456882980641127,1.140915591277443e-09,33.94112549695428,0.5454439092742719,0.015626775273399604
0.010592537251772886,0.2575165979271504,1.15412676995625e-09,33.94112549695428,0.5454436607927157,0.015626817805536448
0.010715193052376065,0.2604984995940126,1.1674909305373765e-09,33.94112549695428,0.5454434065132168,0.015626861345374984
0.010839269140212033,0.2635149300548336,1.1810098383730101e-09,33.94112549695428,0.5454431462976752,0.015626905937535036
0.01096478196143185,0.266566289134204,1.1946852852698711e-09,33.94112549695428,0.5454428800071066,0.01562695158672654
0.01109174815262401,0.26965298128646437,1.2085190888929016e-09,33.94112549695428,0.54544260751108,0.015626998318639396
0.011220184543019636,0.2727754156493163,1.2225130817064035e-09,33.94112549695428,0.5454423286551052,0.0156270461772662
0.01135010815672315,0.2759340060980523,1.2366691147145357e-09,33.94112549695428,0.5454420432955829,0.015627095174818792
0.01148153621496883,0.27912917130041537,1.250989106684093e-09,33.94112549695428,0.5454417512724773,0.015627145330409844
0.011614486138403426,0.2823613347720918,1.2654748388508247e-09,33.94112549695428,0.5454414524420964,0.015627196693323128
0.011748975549395297,0.28563092493284914,1.2801283863234786e-09,33.94112549695428,0.5454411466416812,0.01562724928220953
0.011885022274370183,0.28893837516332155,1.2949515345119823e-09,33.94112549695428,0.5454408337010123,0.01562730311393438
0.012022644346174132,0.2922841238624547,1.309946406934711e-09,33.94112549695428,0.5454405134668332,0.01562735823626135
0.012161860006463679,0.29566861450561444,1.3251148714551672e-09,33.94112549695428,0.5454401857626539,0.015627414679180173
0.012302687708123818,0.29909229570336987,1.3404589784622896e-09,33.94112549695428,0.5454398504148323,0.015627472457993466
0.01244514611771385,0.30255562126095503,1.35598072012336e-09,33.94112549695428,0.5454395072376298,0.015627531611452687
0.012589254117941675,0.30605905023842145,1.3716822805636547e-09,33.94112549695428,0.5454391560623022,0.01562759219032855
0.012735030810166616,0.3096030470114852,1.3875655685753087e-09,33.94112549695428,0.5454387966961591,0.015627654202875103
0.012882495516931342,0.31318808133308,1.4036328205963532e-09,33.94112549695428,0.5454384289406832,0.01562771768371698
0.013031667784522994,0.31681462839562174,1.419886122631768e-09,33.94112549695428,0.5454380526155421,0.01562778270059092
0.013182567385564075,0.32048316889399564,1.4363276733351388e-09,33.94112549695428,0.5454376675124858,0.01562784925657557
0.01333521432163324,0.32419418908927095,1.452959519138066e-09,33.94112549695428,0.5454372734288441,0.01562791738704807
0.013489628825916533,0.3279481808731549,1.4697840427374542e-09,33.94112549695428,0.5454368701455731,0.01562798715960772
0.013645831365889245,0.33174564183319255,1.4868033413597756e-09,33.94112549695428,0.5454364574636983,0.015628058591496654
0.013803842646028852,0.33558707531872084,1.504019711074181e-09,33.94112549695428,0.5454360351577227,0.015628131713228653
0.013963683610559377,0.33947299050758695,1.5214354417156586e-09,33.94112549695428,0.5454356029960649,0.01562820658743105
0.01412537544622754,0.3434039024736405,1.5390528306001919e-09,33.94112549695428,0.5454351607634513,0.01562828325137778
0.01428893958511103,0.34738033225500475,1.556874222477609e-09,33.94112549695428,0.5454347082167526,0.01562836172948657
0.014454397707459272,0.3514028069231399,1.5749019277827396e-09,33.94112549695428,0.5454342451200617,0.01562844207866421
0.014621771744567183,0.3554718596527064,1.593138435952192e-09,33.94112549695428,0.5454337712102046,0.01562852435734634
0.014791083881682071,0.3595880297922359,1.6115861558663527e-09,33.94112549695428,0.5454332862604512,0.01562860858322874
0.014962356560944336,0.3637518629356222,1.6302473938400834e-09,33.94112549695428,0.5454327900048725,0.015628694805568347
0.01513561248436208,0.3679639109944381,1.649124768980572e-09,33.94112549695428,0.5454322821629917,0.01562878311106494
0.015310874616820304,0.3722247322710916,1.6682207886679727e-09,33.94112549695428,0.5454317624904701,0.01562887350625346
0.01548816618912481,0.3765348915328276,1.6875378714862818e-09,33.94112549695428,0.545431230702141,0.015628966039307454
0.015667510701081494,0.38089496008658796,1.707078586452547e-09,33.94112549695428,0.5454306865017325,0.015629060805025914
0.015848931924611134,0.38530551585473644,1.726845624881821e-09,33.94112549695428,0.5454301296208047,0.01562915782209476
0.016032453906900418,0.389767143451663,1.7468416086460076e-09,33.94112549695428,0.5454295597579276,0.015629257132465827
0.0162181009735893,0.39428043426127274,1.7670690811207729e-09,33.94112549695428,0.5454289765985613,0.01562935882676304
0.016405897731995397,0.39884598651537423,1.787530776718206e-09,33.94112549695428,0.5454283798488532,0.015629462950182724
0.016595869074375606,0.403464405372973,1.8082293518962601e-09,33.94112549695428,0.5454277691859762,0.01562956953578425
0.016788040181225608,0.40813630300048664,1.8291676609797844e-09,33.94112549695428,0.545427144280108,0.01562967866697005
0.016982436524617443,0.4128622986528847,1.8503484241778195e-09,33.94112549695428,0.5454265048095126,0.01562979041774995
0.017179083871575886,0.4176430187557725,1.871774506874077e-09,33.94112549695428,0.5454258504202969,0.015629904809319226
0.017378008287493755,0.42247909698842073,1.8934486341022974e-09,33.94112549695428,0.5454251807884991,0.01563002192761047
0.01757923613958693,0.4273711743677615,1.9153736769382534e-09,33.94112549695428,0.5454244955410048,0.015630141865316135
