tau,P,omega,omega_0,fidelity,epsilon,Teff,intH,DintH,normax
#REFERENCE:0.015798913727863215,0.5543670998719671,0.07898893194942434,0.341974251272675
0.1,1000,62.83185307179586,2.1709079388110846,0.08979879093497252,0.3106699053947854,1.859255971505962,44.26523109551369,1.3540176759936788e-07,1016.2876231029018
0.1,1000,62.83185307179586,2.591579188665106,0.07753361180033061,0.3319331571059085,1.5671249798822742,37.29682068679904,1.4428910737485784e-07,856.8308213408566
0.1,1000,62.83185307179586,3.0937667005816545,0.06743647410978058,0.35263942729367287,1.3259928246568349,31.623830294873965,2.271225277901191e-07,723.2574239479887
0.1,1000,62.83185307179586,3.6932664220683193,0.05876575041749187,0.37361675173945064,1.1293922891830979,27.103646058745905,2.2511112169338538e-07,611.3659756440272
0.1,1000,62.83185307179586,4.408935186293411,0.05082630036444862,0.3961362554071737,0.9752189374584381,23.627145238811284,4.341778319267724e-08,517.6370112849414
0.1,1000,62.83185307179586,5.263283840229962,0.043035678329127844,0.42165350633663834,0.8730711594769235,21.130692801096192,6.18650383525654e-08,439.12235361457743
0.1,1000,62.83185307179586,6.283185307179586,0.03498018978617877,0.4516106625776566,0.8254923375102668,19.621508926025072,6.550178189856701e-08,373.3523804664971
0.1,1000,62.83185307179586,7.500719855274338,0.026508951082609773,0.4871468108357667,0.8256621609407289,19.143367144706048,1.0825721806586561e-07,368.2687527328668
0.1,1000,62.83185307179586,8.954184159270191,0.017867608017251093,0.5286488425501983,0.8834939896168086,19.644956270715735,2.713762773977606e-07,435.4778394069462
0.1,1000,62.83185307179586,10.689295894946174,0.009815655732733568,0.5752095687749449,0.9792039263789984,21.002837803642613,5.741329325965278e-09,518.6378825978743
0.1,1000,62.83185307179586,12.760631755760757,0.003571070397614127,0.6243138783272557,1.1080437546553457,23.142801981471106,4.813861401949712e-08,619.2546745992548
0.1,1000,62.83185307179586,15.233344123546667,0.00034717720862528366,0.6723462597833998,1.2716348616202318,26.06175618433862,1.5074144680960583e-08,739.9323630883715
0.1,1000,62.83185307179586,18.185210389887885,0.00043306936519211256,0.7161963519307999,1.4740317608628046,29.811234801117074,4.019628581699299e-07,884.1622651532047
0.1,1000,62.83185307179586,21.70907938811084,0.0024791233787504066,0.7543048343883788,1.7210531578905512,34.48574047377124,1.4490386889959826e-08,1056.3386502298204
0.1,1000,62.83185307179586,25.91579188665106,0.00422039763000473,0.7847378728171923,2.020180537048924,40.21833997181366,5.643830363055713e-07,1261.7890574196927
0.1,1000,62.83185307179586,30.93766700581654,0.004513171768530543,0.8038529187087529,2.3806671865282194,47.18086277179001,1.6615600442898265e-07,1506.9192388553502
0.1,1000,62.83185307179586,36.932664220683186,0.003721410876014086,0.8118291469500062,2.813738728663178,55.587084112153796,2.9747060230572467e-08,1799.4171541844275
0.1,1000,62.83185307179586,44.0893518629341,0.0016060784825329996,0.8096267503255857,3.333040390174239,65.69816746189166,7.15937302165629e-07,2148.4711751577574
0.1,1000,62.83185307179586,52.6328384022996,0.00021506133219496523,0.7906581511326076,3.954844918599891,77.83012046271169,6.783477752468526e-07,2565.0543926323835
0.1,1000,62.83185307179586,62.83185307179586,0.005683785510069912,0.7613210370780188,4.698682210829257,92.3632832933649,3.529590514639628e-08,3062.2671199094198
0.1,1000,125.66370614359172,2.1709079388110846,0.1199596700719519,0.2729452790166408,3.700258949408503,90.08477943315424,9.974039356349176e-07,1998.6341207088492
0.1,1000,125.66370614359172,2.591579188665106,0.1032583858421427,0.2956007999336634,3.111693359232417,75.812964736752,7.946193780050756e-07,1679.7205171847588
0.1,1000,125.66370614359172,3.0937667005816545,0.090036435620685,0.31700708837606817,2.625790335457868,64.01541484847903,3.6566228725747964e-07,1412.5737223990232
0.1,1000,125.66370614359172,3.6932664220683193,0.079161576294761,0.33756489234725084,2.2291869292488324,54.34877299210946,7.020430197598543e-07,1188.7908257911004
0.1,1000,125.66370614359172,4.408935186293411,0.06957014702707635,0.3584518806625684,1.911721394784559,46.54328573474785,4.6093778632306023e-07,1001.3328970729285
0.1,1000,125.66370614359172,5.263283840229962,0.060352104833663496,0.38122745681166914,1.666565589900633,40.396508085622884,3.306275870714956e-07,844.3035817322005
0.1,1000,125.66370614359172,6.283185307179586,0.050799298243789155,0.4075451789646228,1.4899209263023372,35.766886400884765,1.2917085996138115e-07,712.7636354360399
0.1,1000,125.66370614359172,7.500719855274338,0.04046034757447433,0.4388943657410146,1.3796756744890664,32.55932423527236,1.9628190597732941e-07,602.5755636479621
0.1,1000,125.66370614359172,8.954184159270191,0.029317116622090435,0.47619653476302926,1.33493149779192,30.700834664871735,1.167960898651281e-07,667.9566338781683
0.1,1000,125.66370614359172,10.689295894946174,0.018042376552690087,0.5192421067314853,1.35193535379101,30.126127598145054,3.2236563457321106e-07,791.2802650342559
0.1,1000,125.66370614359172,12.760631755760757,0.008177958368506863,0.5662214019017968,1.4243485179181616,30.788120083077867,2.0444644644713623e-07,941.0522487540478
